; CSV, generated by DSView, sampled on 2026-07-04 11:40:07
; Channels (2/16)
; Sample rate: 1 MHz
; Sample count: 100.352 K Samples
Time(s), SDA, SCL
0.003402,1,1
0.003404,1,0
0.003405,1,1
0.003406,1,0
0.003408,1,1
0.003409,1,0
0.00341,1,1
0.003412,1,0
0.003413,1,1
0.003415,0,0
0.003416,0,1
0.003417,0,0
0.003418,1,0
0.003419,1,1
0.00342,1,0
0.003421,0,0
0.003422,0,1
0.003423,1,1
0.003432,0,1
0.003434,0,0
0.003435,1,0
0.003436,1,1
0.003437,1,0
0.003438,0,0
0.003439,0,1
0.00344,0,0
0.003441,0,1
0.003443,0,0
0.003444,0,1
0.003445,0,0
0.003447,0,1
0.003448,0,0
0.003449,0,1
0.003451,0,0
0.003452,0,1
0.003453,0,0
0.003455,0,1
0.003456,0,0
0.003457,1,0
0.003458,1,1
0.003459,0,0
0.003461,0,1
0.003462,1,1
0.003471,0,1
0.003472,0,0
0.003473,1,0
0.003475,1,1
0.003476,1,0
0.003477,0,0
0.003478,0,1
0.003479,0,0
0.00348,0,1
0.003482,0,0
0.003483,0,1
0.003484,0,0
0.003486,0,1
0.003487,0,0
0.003488,0,1
0.00349,1,0
0.003491,1,1
0.003492,1,0
0.003493,0,0
0.003494,0,1
0.003495,1,0
0.003496,1,1
0.003498,0,0
0.003499,0,1
0.003501,1,1
0.00351,0,1
0.003511,0,0
0.003512,1,0
0.003514,1,1
0.003515,0,0
0.003516,0,1
0.003518,0,0
0.003519,0,1
0.00352,0,0
0.003522,0,1
0.003523,0,0
0.003524,0,1
0.003526,1,0
0.003527,1,1
0.003529,0,0
0.00353,0,1
0.003531,0,0
0.003533,0,1
0.003534,1,0
0.003535,1,1
0.003537,0,0
0.003538,0,1
0.00354,1,1
0.003549,0,1
0.00355,0,0
0.003551,1,0
0.003553,1,1
0.003554,0,0
0.003555,0,1
0.003557,0,0
0.003558,0,1
0.003559,0,0
0.003561,0,1
0.003562,0,0
0.003563,0,1
0.003565,1,0
0.003566,1,1
0.003567,1,0
0.003569,1,1
0.00357,0,0
0.003571,0,1
0.003573,1,0
0.003574,1,1
0.003575,1,0
0.003576,0,0
0.003577,0,1
0.003579,1,1
0.003588,0,1
0.003589,0,0
0.00359,1,0
0.003591,1,1
0.003593,0,0
0.003594,0,1
0.003595,0,0
0.003597,0,1
0.003598,0,0
0.0036,0,1
0.003601,1,0
0.003602,1,1
0.003604,0,0
0.003605,0,1
0.003606,0,0
0.003608,0,1
0.003609,0,0
0.00361,0,1
0.003612,1,0
0.003613,1,1
0.003614,1,0
0.003615,0,0
0.003616,0,1
0.003617,1,1
0.003627,0,1
0.003628,0,0
0.003629,1,0
0.00363,1,1
0.003632,0,0
0.003633,0,1
0.003634,0,0
0.003636,0,1
0.003637,0,0
0.003638,0,1
0.00364,1,0
0.003641,1,1
0.003642,1,0
0.003643,0,0
0.003644,0,1
0.003645,1,0
0.003646,1,1
0.003648,0,0
0.003649,0,1
0.00365,0,0
0.003651,1,0
0.003652,1,1
0.003653,1,0
0.003654,0,0
0.003655,0,1
0.003656,1,1
0.003666,0,1
0.003667,0,0
0.003668,1,0
0.003669,1,1
0.00367,1,0
0.003671,0,0
0.003672,0,1
0.003673,0,0
0.003675,0,1
0.003676,0,0
0.003677,0,1
0.003679,1,0
0.00368,1,1
0.003681,1,0
0.003683,1,1
0.003684,0,0
0.003685,0,1
0.003687,0,0
0.003688,0,1
0.003689,0,0
0.00369,1,0
0.003691,1,1
0.003692,0,0
0.003694,0,1
0.003695,1,1
0.003704,0,1
0.003706,0,0
0.003707,1,0
0.003708,1,1
0.003709,1,0
0.00371,0,0
0.003711,0,1
0.003712,0,0
0.003713,0,1
0.003715,0,0
0.003716,0,1
0.003717,0,0
0.003718,1,0
0.003719,1,1
0.00372,1,0
0.003721,1,1
0.003723,1,0
0.003724,1,1
0.003725,1,0
0.003726,0,0
0.003727,0,1
0.003728,0,0
0.003729,1,0
0.00373,1,1
0.003731,0,0
0.003733,0,1
0.003734,1,1
0.003743,0,1
0.003744,0,0
0.003745,1,0
0.003747,1,1
0.003748,0,0
0.00375,0,1
0.003751,0,0
0.003752,0,1
0.003754,1,0
0.003755,1,1
0.003756,1,0
0.003757,0,0
0.003758,0,1
0.003759,0,0
0.00376,0,1
0.003762,0,0
0.003763,0,1
0.003764,0,0
0.003766,0,1
0.003767,1,0
0.003768,1,1
0.00377,0,0
0.003771,0,1
0.003773,1,1
0.003782,0,1
0.003783,0,0
0.003784,1,0
0.003786,1,1
0.003787,0,0
0.003788,0,1
0.00379,0,0
0.003791,0,1
0.003792,0,0
0.003793,1,0
0.003794,1,1
0.003795,0,0
0.003796,0,1
0.003798,0,0
0.003799,0,1
0.0038,0,0
0.003801,1,0
0.003802,1,1
0.003803,0,0
0.003805,0,1
0.003806,1,0
0.003807,1,1
0.003809,0,0
0.00381,0,1
0.003812,1,1
0.003821,0,1
0.003822,0,0
0.003823,1,0
0.003825,1,1
0.003826,0,0
0.003827,0,1
0.003829,0,0
0.00383,0,1
0.003831,0,0
0.003832,1,0
0.003833,1,1
0.003834,0,0
0.003835,0,1
0.003837,1,0
0.003838,1,1
0.003839,1,0
0.00384,0,0
0.003841,0,1
0.003842,0,0
0.003843,0,1
0.003845,1,0
0.003846,1,1
0.003847,1,0
0.003848,0,0
0.003849,0,1
0.003851,1,1
0.00386,0,1
0.003861,0,0
0.003862,1,0
0.003863,1,1
0.003865,0,0
0.003866,0,1
0.003867,0,0
0.003869,0,1
0.00387,0,0
0.003871,1,1
0.003873,0,0
0.003874,0,1
0.003875,0,0
0.003876,1,0
0.003877,1,1
0.003878,1,0
0.00388,1,1
0.003881,0,0
0.003882,0,1
0.003884,1,0
0.003885,1,1
0.003886,1,0
0.003887,0,0
0.003888,0,1
0.003889,1,1
0.003899,0,1
0.0039,0,0
0.003901,1,0
0.003902,1,1
0.003904,0,0
0.003905,0,1
0.003906,0,0
0.003908,0,1
0.003909,1,0
0.00391,1,1
0.003912,1,0
0.003913,1,1
0.003914,1,0
0.003915,0,0
0.003916,0,1
0.003917,0,0
0.003918,0,1
0.00392,0,0
0.003921,0,1
0.003922,0,0
0.003923,1,0
0.003924,1,1
0.003925,1,0
0.003926,0,0
0.003927,0,1
0.003928,1,1
0.003938,0,1
0.003939,0,0
0.00394,1,0
0.003941,1,1
0.003942,1,0
0.003943,0,0
0.003944,0,1
0.003945,0,0
0.003946,0,1
0.003948,1,0
0.003949,1,1
0.003951,1,0
0.003952,1,1
0.003953,1,0
0.003954,0,0
0.003955,0,1
0.003956,1,0
0.003957,1,1
0.003959,0,0
0.00396,0,1
0.003961,0,0
0.003962,1,0
0.003963,1,1
0.003964,0,0
0.003966,0,1
0.003967,1,1
0.003976,0,1
0.003978,0,0
0.003979,1,0
0.00398,1,1
0.003981,1,0
0.003982,0,0
0.003983,0,1
0.003984,0,0
0.003985,0,1
0.003987,1,0
0.003988,1,1
0.003989,1,0
0.003991,1,1
0.003992,1,0
0.003993,1,1
0.003995,0,0
0.003996,0,1
0.003997,0,0
0.003999,0,1
0.004,0,0
0.004001,1,1
0.004003,0,0
0.004005,0,1
0.004006,1,1
0.004015,0,1
0.004016,0,0
0.004017,1,0
0.004019,1,1
0.00402,0,0
0.004021,0,1
0.004023,0,0
0.004024,0,1
0.004026,1,0
0.004027,1,1
0.004028,1,0
0.00403,1,1
0.004031,1,0
0.004032,1,1
0.004034,1,0
0.004035,1,1
0.004036,1,0
0.004037,0,0
0.004038,0,1
0.004039,1,0
0.00404,1,1
0.004042,0,0
0.004043,0,1
0.004045,1,1
0.004054,0,1
0.004055,0,0
0.004056,1,0
0.004058,1,1
0.004059,0,0
0.00406,0,1
0.004062,1,0
0.004063,1,1
0.004064,1,0
0.004065,0,0
0.004066,0,1
0.004067,0,0
0.004068,0,1
0.00407,0,0
0.004071,0,1
0.004072,0,0
0.004074,0,1
0.004075,0,0
0.004077,0,1
0.004078,1,0
0.004079,1,1
0.004081,0,0
0.004082,0,1
0.004084,1,1
0.004093,0,1
0.004094,0,0
0.004095,1,0
0.004097,1,1
0.004098,0,0
0.004099,0,1
0.004101,1,0
0.004102,1,1
0.004103,1,0
0.004104,0,0
0.004105,0,1
0.004106,0,0
0.004107,0,1
0.004109,0,0
0.00411,0,1
0.004111,0,0
0.004112,1,0
0.004113,1,1
0.004114,0,0
0.004115,0,1
0.004117,1,0
0.004118,1,1
0.004119,1,0
0.00412,0,0
0.004121,0,1
0.004123,1,1
0.004132,0,1
0.004133,0,0
0.004134,1,0
0.004135,1,1
0.004137,0,0
0.004138,0,1
0.004139,0,0
0.00414,1,0
0.004141,1,1
0.004142,0,0
0.004143,0,1
0.004145,0,0
0.004146,0,1
0.004147,0,0
0.004148,1,0
0.004149,1,1
0.00415,0,0
0.004152,0,1
0.004153,0,0
0.004154,0,1
0.004156,1,0
0.004157,1,1
0.004158,1,0
0.004159,0,0
0.00416,0,1
0.004162,1,1
0.004171,0,1
0.004172,0,0
0.004173,1,0
0.004175,1,1
0.004176,0,0
0.004177,0,1
0.004179,1,0
0.00418,1,1
0.004181,1,0
0.004182,0,0
0.004183,0,1
0.004184,0,0
0.004185,0,1
0.004187,1,0
0.004188,1,1
0.004189,1,0
0.004191,1,1
0.004192,0,0
0.004193,0,1
0.004195,1,0
0.004196,1,1
0.004197,1,0
0.004198,0,0
0.004199,0,1
0.004201,1,1
0.00421,0,1
0.004211,0,0
0.004212,1,0
0.004213,1,1
0.004215,0,0
0.004216,0,1
0.004217,0,0
0.004218,1,0
0.004219,1,1
0.00422,0,0
0.004221,0,1
0.004223,1,0
0.004224,1,1
0.004225,1,0
0.004226,0,0
0.004227,0,1
0.004228,0,0
0.00423,0,1
0.004231,0,0
0.004232,0,1
0.004234,1,0
0.004235,1,1
0.004236,1,0
0.004237,0,0
0.004238,0,1
0.004239,1,1
0.004249,0,1
0.00425,0,0
0.004251,1,0
0.004252,1,1
0.004254,0,0
0.004255,0,1
0.004256,0,0
0.004257,1,0
0.004258,1,1
0.004259,0,0
0.00426,0,1
0.004262,1,0
0.004263,1,1
0.004264,1,0
0.004265,0,0
0.004266,0,1
0.004267,0,0
0.004268,1,0
0.004269,1,1
0.00427,0,0
0.004271,0,1
0.004273,1,0
0.004274,1,1
0.004275,1,0
0.004276,0,0
0.004277,0,1
0.004279,1,1
0.004288,0,1
0.004289,0,0
0.00429,1,0
0.004291,1,1
0.004293,0,0
0.004294,0,1
0.004295,0,0
0.004296,1,0
0.004297,1,1
0.004298,0,0
0.004299,0,1
0.004301,1,0
0.004302,1,1
0.004304,1,0
0.004305,1,1
0.004306,1,0
0.004307,0,0
0.004308,0,1
0.004309,0,0
0.00431,0,1
0.004312,1,0
0.004313,1,1
0.004314,1,0
0.004315,0,0
0.004316,0,1
0.004317,1,1
0.004327,0,1
0.004328,0,0
0.004329,1,0
0.00433,1,1
0.004332,0,0
0.004333,0,1
0.004334,0,0
0.004335,1,0
0.004336,1,1
0.004337,0,0
0.004338,0,1
0.00434,1,0
0.004341,1,1
0.004342,1,0
0.004344,1,1
0.004345,1,0
0.004347,1,1
0.004348,0,0
0.004349,0,1
0.004351,1,0
0.004352,1,1
0.004353,1,0
0.004354,0,0
0.004355,0,1
0.004357,1,1
0.004366,0,1
0.004367,0,0
0.004368,1,0
0.004369,1,1
0.004371,0,0
0.004372,0,1
0.004373,0,0
0.004374,1,0
0.004375,1,1
0.004376,1,0
0.004378,1,1
0.004379,0,0
0.00438,0,1
0.004382,0,0
0.004383,0,1
0.004384,0,0
0.004386,0,1
0.004387,0,0
0.004388,0,1
0.00439,1,0
0.004391,1,1
0.004392,1,0
0.004393,0,0
0.004394,0,1
0.004395,1,1
0.004405,0,1
0.004406,0,0
0.004407,1,0
0.004408,1,1
0.00441,0,0
0.004411,0,1
0.004412,0,0
0.004413,1,0
0.004414,1,1
0.004415,1,0
0.004416,1,1
0.004418,0,0
0.004419,0,1
0.00442,0,0
0.004422,0,1
0.004423,0,0
0.004424,1,1
0.004426,0,0
0.004427,0,1
0.004428,0,0
0.004429,1,0
0.00443,1,1
0.004431,1,0
0.004432,0,0
0.004433,0,1
0.004434,1,1
0.004444,0,1
0.004445,0,0
0.004446,1,0
0.004447,1,1
0.004448,1,0
0.004449,0,0
0.00445,0,1
0.004451,0,0
0.004452,1,0
0.004453,1,1
0.004454,1,0
0.004455,1,1
0.004457,0,0
0.004458,0,1
0.004459,0,0
0.00446,1,0
0.004461,1,1
0.004462,0,0
0.004463,0,1
0.004465,0,0
0.004466,0,1
0.004467,0,0
0.004468,1,0
0.004469,1,1
0.00447,1,0
0.004471,0,0
0.004472,0,1
0.004473,1,1
0.004482,0,1
0.004484,0,0
0.004485,1,0
0.004486,1,1
0.004487,1,0
0.004488,0,0
0.004489,0,1
0.00449,1,0
0.004491,1,1
0.004493,1,0
0.004494,1,1
0.004495,1,0
0.004496,0,0
0.004497,0,1
0.004498,0,0
0.004499,1,1
0.004501,1,0
0.004502,1,1
0.004503,1,0
0.004504,0,0
0.004505,0,1
0.004506,0,0
0.004507,1,0
0.004508,1,1
0.004509,0,0
0.004511,0,1
0.004512,1,1
0.004521,0,1
0.004522,0,0
0.004523,1,0
0.004525,1,1
0.004526,1,0
0.004527,0,0
0.004528,0,1
0.004529,1,0
0.00453,1,1
0.004532,1,0
0.004533,1,1
0.004534,1,0
0.004536,1,1
0.004537,0,0
0.004538,0,1
0.00454,0,0
0.004541,0,1
0.004542,0,0
0.004544,0,1
0.004545,1,0
0.004546,1,1
0.004548,0,0
0.004549,0,1
0.004551,1,1
0.00456,0,1
0.004561,0,0
0.004562,1,0
0.004564,1,1
0.004565,0,0
0.004566,0,1
0.004568,1,0
0.004569,1,1
0.00457,1,0
0.004572,1,1
0.004573,1,0
0.004574,1,1
0.004576,0,0
0.004577,0,1
0.004579,1,0
0.00458,1,1
0.004581,1,0
0.004582,0,0
0.004583,0,1
0.004584,1,0
0.004585,1,1
0.004587,0,0
0.004588,0,1
0.00459,1,1
0.004599,0,1
0.0046,0,0
0.004601,1,0
0.004603,1,1
0.004604,0,0
0.004605,0,1
0.004607,1,0
0.004608,1,1
0.004609,1,0
0.004611,1,1
0.004612,1,0
0.004613,1,1
0.004615,1,0
0.004616,1,1
0.004617,1,0
0.004618,0,0
0.004619,0,1
0.00462,0,0
0.004621,0,1
0.004623,1,0
0.004624,1,1
0.004625,1,0
0.004626,0,0
0.004627,0,1
0.004629,1,1
0.004638,0,1
0.004639,0,0
0.00464,1,0
0.004641,1,1
0.004643,0,0
0.004644,0,1
0.004645,0,0
0.004646,1,0
0.004647,1,1
0.004648,1,0
0.004649,1,1
0.004651,1,0
0.004652,1,1
0.004654,1,0
0.004655,1,1
0.004656,1,0
0.004658,1,1
0.004659,0,0
0.00466,0,1
0.004662,1,0
0.004663,1,1
0.004664,1,0
0.004665,0,0
0.004666,0,1
0.004667,1,1
0.004677,0,1
0.004678,0,0
0.004679,1,0
0.00468,1,1
0.004682,1,0
0.004683,1,1
0.004684,1,0
0.004685,0,0
0.004686,0,1
0.004687,0,0
0.004688,0,1
0.00469,0,0
0.004691,0,1
0.004692,0,0
0.004694,0,1
0.004695,0,0
0.004696,0,1
0.004698,0,0
0.004699,0,1
0.0047,0,0
0.004701,1,0
0.004702,1,1
0.004703,1,0
0.004704,0,0
0.004705,0,1
0.004706,1,1
0.004716,0,1
0.004717,0,0
0.004718,1,0
0.004719,1,1
0.00472,1,0
0.004722,1,1
0.004723,0,0
0.004724,0,1
0.004726,0,0
0.004727,0,1
0.004729,0,0
0.00473,0,1
0.004731,0,0
0.004733,0,1
0.004734,1,0
0.004735,1,1
0.004737,0,0
0.004738,0,1
0.004739,0,0
0.00474,1,0
0.004741,1,1
0.004742,0,0
0.004744,0,1
0.004745,1,1
0.004754,0,1
0.004756,0,0
0.004757,1,0
0.004758,1,1
0.004759,1,0
0.004761,1,1
0.004762,0,0
0.004763,0,1
0.004765,0,0
0.004766,0,1
0.004767,0,0
0.004769,0,1
0.00477,1,0
0.004771,1,1
0.004773,0,0
0.004774,0,1
0.004775,0,0
0.004777,0,1
0.004778,0,0
0.004779,1,0
0.00478,1,1
0.004781,0,0
0.004783,0,1
0.004784,1,1
0.004793,0,1
0.004794,0,0
0.004795,1,0
0.004797,1,1
0.004798,1,0
0.0048,1,1
0.004801,0,0
0.004802,0,1
0.004804,0,0
0.004805,0,1
0.004806,0,0
0.004808,0,1
0.004809,1,0
0.00481,1,1
0.004812,1,0
0.004813,1,1
0.004814,1,0
0.004815,0,0
0.004816,0,1
0.004817,1,0
0.004818,1,1
0.00482,0,0
0.004821,0,1
0.004823,1,1
0.004832,0,1
0.004833,0,0
0.004834,1,0
0.004836,1,1
0.004837,1,0
0.004838,1,1
0.00484,0,0
0.004841,0,1
0.004842,0,0
0.004844,0,1
0.004845,0,0
0.004846,1,1
0.004848,0,0
0.004849,0,1
0.00485,0,0
0.004852,0,1
0.004853,0,0
0.004855,0,1
0.004856,1,0
0.004857,1,1
0.004859,0,0
0.00486,0,1
0.004862,1,1
0.004871,0,1
0.004872,0,0
0.004873,1,0
0.004875,1,1
0.004876,1,0
0.004877,1,1
0.004879,0,0
0.00488,0,1
0.004881,0,0
0.004883,0,1
0.004884,1,0
0.004885,1,1
0.004887,0,0
0.004888,0,1
0.004889,0,0
0.00489,1,0
0.004891,1,1
0.004892,0,0
0.004893,0,1
0.004895,1,0
0.004896,1,1
0.004898,0,0
0.004899,0,1
0.004901,1,1
0.00491,0,1
0.004911,0,0
0.004912,1,0
0.004914,1,1
0.004915,1,0
0.004916,1,1
0.004918,0,0
0.004919,0,1
0.00492,0,0
0.004922,0,1
0.004923,0,0
0.004924,1,1
0.004926,1,0
0.004927,1,1
0.004929,0,0
0.00493,0,1
0.004931,0,0
0.004933,0,1
0.004934,1,0
0.004935,1,1
0.004937,0,0
0.004938,0,1
0.00494,1,1
0.004949,0,1
0.00495,0,0
0.004951,1,0
0.004953,1,1
0.004954,1,0
0.004955,1,1
0.004957,0,0
0.004958,0,1
0.004959,0,0
0.004961,0,1
0.004962,1,0
0.004963,1,1
0.004965,1,0
0.004966,1,1
0.004967,1,0
0.004969,1,1
0.00497,0,0
0.004971,0,1
0.004973,1,0
0.004974,1,1
0.004975,1,0
0.004976,0,0
0.004977,0,1
0.004979,1,1
0.004988,0,1
0.004989,0,0
0.00499,1,0
0.004991,1,1
0.004993,1,0
0.004994,1,1
0.004995,1,0
0.004996,0,0
0.004997,0,1
0.004998,0,0
0.004999,1,1
0.005001,0,0
0.005002,0,1
0.005004,0,0
0.005005,0,1
0.005006,0,0
0.005008,0,1
0.005009,0,0
0.00501,0,1
0.005012,1,0
0.005013,1,1
0.005014,1,0
0.005015,0,0
0.005016,0,1
0.005017,1,1
0.005027,0,1
0.005028,0,0
0.005029,1,0
0.00503,1,1
0.005032,1,0
0.005033,1,1
0.005034,1,0
0.005035,0,0
0.005036,0,1
0.005037,1,0
0.005038,1,1
0.00504,0,0
0.005041,0,1
0.005042,0,0
0.005044,0,1
0.005045,1,0
0.005046,1,1
0.005048,0,0
0.005049,0,1
0.00505,0,0
0.005051,1,0
0.005052,1,1
0.005053,1,0
0.005054,0,0
0.005055,0,1
0.005056,1,1
0.005066,0,1
0.005067,0,0
0.005068,1,0
0.005069,1,1
0.00507,1,0
0.005072,1,1
0.005073,0,0
0.005074,0,1
0.005076,1,0
0.005077,1,1
0.005079,0,0
0.00508,0,1
0.005081,0,0
0.005082,1,0
0.005083,1,1
0.005084,0,0
0.005085,0,1
0.005087,0,0
0.005088,0,1
0.005089,0,0
0.00509,1,0
0.005091,1,1
0.005092,0,0
0.005094,0,1
0.005095,1,1
0.005104,0,1
0.005106,0,0
0.005107,1,0
0.005108,1,1
0.005109,1,0
0.005111,1,1
0.005112,0,0
0.005113,0,1
0.005115,1,0
0.005116,1,1
0.005118,0,0
0.005119,0,1
0.00512,0,0
0.005121,1,0
0.005122,1,1
0.005123,1,0
0.005124,1,1
0.005126,0,0
0.005127,0,1
0.005128,0,0
0.005129,1,0
0.00513,1,1
0.005131,1,0
0.005132,0,0
0.005133,0,1
0.005134,1,1
0.005144,0,1
0.005145,0,0
0.005146,1,0
0.005147,1,1
0.005148,1,0
0.00515,1,1
0.005151,0,0
0.005153,0,1
0.005154,1,0
0.005155,1,1
0.005157,1,0
0.005158,1,1
0.005159,1,0
0.00516,0,0
0.005161,0,1
0.005162,0,0
0.005163,0,1
0.005165,0,0
0.005166,0,1
0.005167,0,0
0.005168,1,0
0.005169,1,1
0.00517,1,0
0.005171,0,0
0.005172,0,1
0.005173,1,1
0.005182,0,1
0.005184,0,0
0.005185,1,0
0.005186,1,1
0.005187,1,0
0.005189,1,1
0.00519,0,0
0.005191,0,1
0.005193,1,0
0.005194,1,1
0.005195,1,0
0.005197,1,1
0.005198,0,0
0.005199,0,1
0.005201,1,0
0.005202,1,1
0.005203,1,0
0.005204,0,0
0.005205,0,1
0.005206,0,0
0.005207,1,0
0.005208,1,1
0.005209,0,0
0.005211,0,1
0.005212,1,1
0.005221,0,1
0.005222,0,0
0.005223,1,0
0.005225,1,1
0.005226,1,0
0.005228,1,1
0.005229,0,0
0.00523,0,1
0.005232,1,0
0.005233,1,1
0.005234,1,0
0.005236,1,1
0.005237,1,0
0.005238,1,1
0.00524,0,0
0.005241,0,1
0.005242,0,0
0.005244,0,1
0.005245,1,0
0.005246,1,1
0.005248,0,0
0.005249,0,1
0.005251,1,1
0.00526,0,1
0.005261,0,0
0.005262,1,0
0.005264,1,1
0.005265,1,0
0.005266,1,1
0.005268,0,0
0.005269,0,1
0.00527,0,0
0.005271,1,0
0.005272,1,1
0.005273,1,0
0.005274,1,1
0.005276,1,0
0.005277,1,1
0.005279,1,0
0.00528,1,1
0.005281,0,0
0.005283,0,1
0.005284,1,0
0.005285,1,1
0.005287,0,0
0.005288,0,1
0.00529,1,1
0.005299,0,1
0.0053,0,0
0.005301,1,0
0.005303,1,1
0.005304,1,0
0.005305,1,1
0.005307,1,0
0.005308,1,1
0.005309,1,0
0.00531,0,0
0.005311,0,1
0.005312,0,0
0.005313,0,1
0.005315,0,0
0.005316,0,1
0.005317,0,0
0.005319,0,1
0.00532,0,0
0.005321,0,1
0.005323,1,0
0.005324,1,1
0.005325,1,0
0.005326,0,0
0.005327,0,1
0.005329,1,1
0.005338,0,1
0.005339,0,0
0.00534,1,0
0.005341,1,1
0.005343,1,0
0.005344,1,1
0.005346,1,0
0.005347,1,1
0.005348,1,0
0.005349,0,0
0.00535,0,1
0.005351,0,0
0.005352,0,1
0.005354,0,0
0.005355,0,1
0.005356,0,0
0.005357,1,0
0.005358,1,1
0.005359,0,0
0.00536,0,1
0.005362,1,0
0.005363,1,1
0.005364,1,0
0.005365,0,0
0.005366,0,1
0.005368,1,1
0.005377,0,1
0.005378,0,0
0.005379,1,0
0.005381,1,1
0.005382,1,0
0.005383,1,1
0.005385,1,0
0.005386,1,1
0.005387,1,0
0.005388,0,0
0.005389,0,1
0.00539,0,0
0.005391,0,1
0.005393,1,0
0.005394,1,1
0.005395,1,0
0.005396,0,0
0.005397,0,1
0.005398,0,0
0.005399,0,1
0.005401,1,0
0.005402,1,1
0.005403,1,0
0.005404,0,0
0.005405,0,1
0.005407,1,1
0.005416,0,1
0.005417,0,0
0.005418,1,0
0.005419,1,1
0.005421,1,0
0.005422,1,1
0.005423,1,0
0.005425,1,1
0.005426,0,0
0.005427,0,1
0.005429,0,0
0.00543,0,1
0.005432,1,0
0.005433,1,1
0.005434,1,0
0.005436,1,1
0.005437,0,0
0.005438,0,1
0.00544,1,0
0.005441,1,1
0.005442,1,0
0.005443,0,0
0.005444,0,1
0.005445,1,1
0.005455,0,1
0.005456,0,0
0.005457,1,0
0.005458,1,1
0.00546,1,0
0.005461,1,1
0.005462,1,0
0.005464,1,1
0.005465,0,0
0.005466,0,1
0.005468,1,0
0.005469,1,1
0.00547,1,0
0.005471,0,0
0.005472,0,1
0.005473,0,0
0.005474,0,1
0.005476,0,0
0.005477,0,1
0.005478,0,0
0.005479,1,0
0.00548,1,1
0.005481,1,0
0.005482,0,0
0.005483,0,1
0.005484,1,1
0.005494,0,1
0.005495,0,0
0.005496,1,0
0.005497,1,1
0.005498,1,0
0.0055,1,1
0.005501,1,0
0.005503,1,1
0.005504,0,0
0.005505,0,1
0.005507,1,0
0.005508,1,1
0.005509,1,0
0.00551,0,0
0.005511,0,1
0.005512,1,0
0.005513,1,1
0.005515,0,0
0.005516,0,1
0.005517,0,0
0.005518,1,0
0.005519,1,1
0.00552,1,0
0.005521,0,0
0.005522,0,1
0.005523,1,1
0.005532,0,1
0.005534,0,0
0.005535,1,0
0.005536,1,1
0.005537,1,0
0.005539,1,1
0.00554,1,0
0.005541,1,1
0.005543,0,0
0.005544,0,1
0.005545,0,0
0.005546,1,0
0.005547,1,1
0.005548,1,0
0.005549,1,1
0.005551,0,0
0.005552,0,1
0.005553,0,0
0.005555,0,1
0.005556,0,0
0.005557,1,0
0.005558,1,1
0.005559,0,0
0.005561,0,1
0.005562,1,1
0.005571,0,1
0.005572,0,0
0.005573,1,0
0.005575,1,1
0.005576,1,0
0.005578,1,1
0.005579,1,0
0.00558,1,1
0.005582,0,0
0.005583,0,1
0.005584,0,0
0.005585,1,0
0.005586,1,1
0.005587,1,0
0.005588,1,1
0.00559,1,0
0.005591,1,1
0.005592,1,0
0.005593,0,0
0.005594,0,1
0.005595,1,0
0.005596,1,1
0.005598,0,0
0.005599,0,1
0.005601,1,1
0.00561,0,1
0.005611,0,0
0.005612,1,0
0.005614,1,1
0.005615,1,0
0.005616,1,1
0.005618,1,0
0.005619,1,1
0.00562,1,0
0.005622,1,1
0.005623,0,0
0.005624,0,1
0.005626,0,0
0.005627,0,1
0.005628,0,0
0.00563,0,1
0.005631,0,0
0.005633,0,1
0.005634,1,0
0.005635,1,1
0.005637,0,0
0.005638,0,1
0.00564,1,1
0.005649,0,1
0.00565,0,0
0.005651,1,0
0.005653,1,1
0.005654,1,0
0.005655,1,1
0.005657,1,0
0.005658,1,1
0.005659,1,0
0.005661,1,1
0.005662,0,0
0.005663,0,1
0.005665,0,0
0.005666,0,1
0.005667,0,0
0.005668,1,0
0.005669,1,1
0.00567,0,0
0.005671,0,1
0.005673,1,0
0.005674,1,1
0.005675,1,0
0.005676,0,0
0.005677,0,1
0.005679,1,1
0.005688,0,1
0.005689,0,0
0.00569,1,0
0.005691,1,1
0.005693,1,0
0.005694,1,1
0.005695,1,0
0.005697,1,1
0.005698,1,0
0.005699,1,1
0.005701,0,0
0.005702,0,1
0.005704,1,0
0.005705,1,1
0.005706,1,0
0.005707,0,0
0.005708,0,1
0.005709,0,0
0.00571,0,1
0.005712,1,0
0.005713,1,1
0.005714,1,0
0.005715,0,0
0.005716,0,1
0.005717,1,1
0.005727,0,1
0.005728,0,0
0.005729,1,0
0.00573,1,1
0.005732,1,0
0.005733,1,1
0.005734,1,0
0.005736,1,1
0.005737,1,0
0.005738,1,1
0.00574,0,0
0.005741,0,1
0.005742,0,0
0.005743,1,0
0.005744,1,1
0.005745,1,0
0.005746,1,1
0.005748,0,0
0.005749,0,1
0.00575,0,0
0.005751,1,0
0.005752,1,1
0.005753,1,0
0.005754,0,0
0.005755,0,1
0.005756,1,1
0.005766,0,1
0.005767,0,0
0.005768,1,0
0.005769,1,1
0.00577,1,0
0.005772,1,1
0.005773,1,0
0.005774,1,1
0.005776,1,0
0.005777,1,1
0.005779,1,0
0.00578,1,1
0.005781,1,0
0.005782,0,0
0.005783,0,1
0.005784,0,0
0.005785,0,1
0.005787,0,0
0.005788,0,1
0.005789,0,0
0.00579,1,0
0.005791,1,1
0.005792,0,0
0.005794,0,1
0.005795,1,1
0.005804,0,1
